Venue,Title,Abstract,DOI
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Specifying preferences based on user history,"Many applications require users to specify preferences. We support users in this task by letting them define preferences relative to their personal history or that of other users. We implement this idea using a graphical technique called control shadows, which we have implemented on both a desktop computer and on a cell phone with a small, grayscale display. An empirical study compared user performance on the graphical interface and a text table interface with identical functionality. On the desktop, users completed their tasks more quickly and effectively and strongly preferred the graphical interface. On the cell phone, there was no significant difference between the graphical and table interfaces. Finally, personal history proved useful in specifying preferences, but history of other users was not helpful",https://dl.acm.org/doi/10.1145/503376.503433
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Observed behavior and perceived value of authors in usenet newsgroups: bridging the gap,"In this paper we describe an evaluation of behavioral descriptors generated from an analysis of a large collection of Usenet newsgroup messages. The metrics describe aspects of newsgroup authors' behavior over time; such information can aid in filtering, sorting, and recommending content from public discussion spaces like newsgroups. To assess the value of a variety of these behavioral descriptors, we compared 22 participants' subjective evaluations of authors whose messages they read to behavioral metrics describing the same authors. We found that many metrics, particularly the longevity and frequency of participation, the number of newsgroups to which authors contribute messages, and the amount they contribute to each thread, correlate highly with readers' subjective evaluations of the authors",https://dl.acm.org/doi/10.1145/503376.503434
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Diffusing information in organizational settings: learning from experience,"Recommender systems selectively circulate information enriched with comments and feedback based on people's experience. These systems filter information in a semi-automatic and high-quality way in order to support a community during their work or leisure practices. However recommender systems are usually separate tools that require a degree of effort to be used, both when receiving information and to insert new feedback. In this paper we present our informal experiences with the use of multiple user interfaces (interactive large screen, email, paper and PDA) as means to improve the diffusion of information through an organizational unit and to improve access to information stored within an existing recommender system",https://dl.acm.org/doi/10.1145/503376.503435
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,A tangible interface for organizing information using a grid,"The task of organizing information is typically performed either by physically manipulating note cards or sticky notes or by arranging icons on a computer with a graphical user interface. We present a new tangible interface platform for manipulating discrete pieces of abstract information, which attempts to combine the benefits of each of these two alternatives into a single system. We developed interaction techniques and an example application for organizing conference papers. We assessed the effectiveness of our system by experimentally comparing it to both graphical and paper interfaces. The results suggest that our tangible interface can provide a more effective means of organizing, grouping, and manipulating data than either physical operations or graphical computer interaction alone",https://dl.acm.org/doi/10.1145/503376.503437
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Cognitive cubes: a tangible user interface for cognitive assessment,"Assessments of spatial, constructional ability are used widely in cognitive research and in clinical diagnosis of disease or injury. Some believe that three-dimensional (3D) forms of these assessments would be particularly sensitive, but difficulties with consistency in administration and scoring have limited their use. We describe Cognitive Cubes, a novel computerized tool for 3D constructional assessment that increases consistency and promises improvements in flexibility, reliability, sensitivity and control. Cognitive Cubes makes use of ActiveCube, a novel tangible user interface for describing 3D shape. In testing, Cognitive Cubes was sensitive to differences in cognitive ability and task, and correlated well to a standard paper-and-pencil 3D spatial assessment",https://dl.acm.org/doi/10.1145/503376.503438
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Illuminating clay: a 3-D tangible interface for landscape analysis,This paper describes a novel system for the real-time computational analysis of landscape models. Users of the system - called Illuminating Clay - alter the topography of a clay landscape model while the changing geometry is captured in real-time by a ceiling-mounted laser scanner. A depth image of the model serves as an input to a library of landscape analysis functions. The results of this analysis are projected back into the workspace and registered with the surfaces of the model.We describe a scenario for which this kind of tool has been developed and we review past work that has taken a similar approach. We describe our system architecture and highlight specific technical issues in its implementation.We conclude with a discussion of the benefits of the system in combining the tangible immediacy of physical models with the dynamic capabilities of computational simulations.,https://dl.acm.org/doi/10.1145/503376.503439
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Designing online banner advertisements: should we animate?,A common medium for advertising on the Internet is the use of banner ads. This study investigates recall and recognition of animated banner advertisements in an attempt to identify design guidelines. It was hypothesized that animation would increase recall and recognition of novel ads by increasing user awareness. No significant relationships were found between the use of animation and ability to recall and recognize banner ads. Results indicate that animation does not enhance user memory of online banner advertisements.,https://dl.acm.org/doi/10.1145/503376.503441
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Statistical profiles of highly-rated web sites,"We are creating an interactive tool to help non-professional web site builders create high quality designs. We have previously reported that quantitative measures of web page structure can predict whether a site will be highly or poorly rated by experts, with accuracies ranging from 67--80%. In this paper we extend that work in several ways. First, we compute a much larger set of measures (157 versus 11), over a much larger collection of pages (5300 vs. 1900), achieving much higher overall accuracy (94% on average) when contrasting good, average, and poor pages. Second, we introduce new classes of measures that can make assessments at the site level and according to page type (home page, content page, etc.). Finally, we create statistical profiles of good sites, and apply them to an existing design, showing how that design can be changed to better match high-quality designs",https://dl.acm.org/doi/10.1145/503376.503442
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,HutchWorld: clinical study of computer-mediated social support for cancer patients and their caregivers,"To address the needs of cancer patients and their caregivers, Microsoft Research and the Fred Hutchinson Cancer Research Center developed HutchWorld, an online community environment, to provide computer-mediated social and informational support. In a controlled clinical study, we deployed HutchWorld to bone marrow transplant patients and their caregivers and assessed the impact of Internet access and HutchWorld on their quality of life. We found that Internet access and the use of HutchWorld helped to buffer study participants against reductions in life satisfaction and social support following the transplant procedure. In particular, participants used the Internet to seek out support from family and friends",https://dl.acm.org/doi/10.1145/503376.503444
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Design as a minority discipline in a software company: toward requirements for a community of practice,"This paper provides a description of designers' work practices in a software company. We describe a participatory analysis of the diversity of working relations and roles of designers of IBM's Lotus software products. Designers are an example of a <i>minority discipline</i> - that is, a discipline whose members are often isolated in their work teams among coworkers with different training, backgrounds, and career paths. We explore differences between the practices of designers of Lotus software products and the published reports of design practices in group settings",https://dl.acm.org/doi/10.1145/503376.503445
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"Designing for improved social responsibility, user participation and content in on-line communities","Web sites face difficult challenges in supporting successful communities. In this paper we discuss 2 operating web sites, identically designed but with different and distinct audiences. These sites collect user data from site activity and feed it back to the user community in novel ways. The sites are highly active and growing, and have fostered socially conscious, easily navigable and comprehensible on-line communities with little cost and maintenance. The practice of user data collection and re-purposing we describe works particularly well in highly contextual or information /resource-driven communities. These sites also integrate custom content authoring tools and track their use. The authoring tools were designed to quickly grow a specialized ""knowledge base"" of content created by users and published to a larger audience. A status system encourages the participation of users to contribute to this knowledge base, while increasing social awareness and responsibility in areas of high user interaction. All user activity, communications, and feedback are tracked. Then data is compiled and re-incorporated into scalable solutions for better navigability, content filtering, and presentation of contents to a larger audience. This practice creates a uniquely high quality of interaction within web communities",https://dl.acm.org/doi/10.1145/503376.503446
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Unremarkable computing,"In this paper, we seek to contribute to the Ubiquitous Computing agenda by focusing on one of its earliest, but most difficult, design ambitions - making technology ""invisible in use"". We draw on field studies of domestic life as this domain is becoming increasingly important for new technologies and challenges many of the assumptions we take for granted in the design of technologies for the workplace. We use some examples of domestic routines to identify a number of insights into what it means for features of activities to be ""unremarkable"". We conclude by using these insights to critique some of the current emphases in Ubiquitous Computing research, and suggest how we might better understand the HCI issues of what will be required to develop technologies that really are ""invisible in use""",https://dl.acm.org/doi/10.1145/503376.503448
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"Comparing paper and tangible, multimodal tools","In command posts, officers maintain situational awareness using paper maps, Post-it notes, and hand-written annotations. They do so because paper is robust to failure, it is portable, it offers a flexible means of capturing information, it has ultra-high resolution, and it readily supports face-to-face collaboration. We report herein on an evaluation comparing maps and Post-its with a tangible multimodal system called Rasa. Rasa augments these paper tools with sensors, enabling it to recognize the multimodal language (both written and spoken) that naturally occurs on them. In this study, we found that not only do users prefer Rasa to paper alone, they find it as easy or easier to use than paper tools. Moreover, Rasa introduces no discernible overhead in its operation other than error repair, yet grants the benefits inherent in digital systems. Finally, subjects confirmed that by combining physical and computational tools, Rasa is resistant to computational failure",https://dl.acm.org/doi/10.1145/503376.503449
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Making sense of sensing systems: five questions for designers and researchers,"This paper borrows ideas from social science to inform the design of novel ""sensing"" user-interfaces for computing technology. Specifically, we present five design challenges inspired by analysis of human-human communication that are mundanely addressed by traditional graphical user interface designs (GUIs). Although classic GUI conventions allow us to finesse these questions, recent research into innovative interaction techniques such as 'Ubiquitous Computing' and 'Tangible Interfaces' has begun to expose the interaction challenges and problems they pose. By making them explicit we open a discourse on how an approach similar to that used by social scientists in studying human-human interaction might inform the design of novel interaction mechanisms that can be used to handle human-computer communication accomplishments",https://dl.acm.org/doi/10.1145/503376.503450
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Polyarchy visualization: visualizing multiple intersecting hierarchies,"We describe a new information structure composed of multiple intersecting hierarchies, which we call Polyarchies. Visualizing polyarchies enables use of novel views for discovery of relationships which are very difficult using existing hierarchy visualization tools. This paper will describe the visualization design and system architecture challenges as well as our current solutions. A Mid-Tier Cache architecture is used as a ""polyarchy server"" which supports a novel web-based polyarchy visualization technique, called Visual Pivot. A series of five user studies guided iterative design of Visual Pivot",https://dl.acm.org/doi/10.1145/503376.503452
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Sotto voce: exploring the interplay of conversation and mobile audio spaces,"In addition to providing information to individual visitors, electronic guidebooks have the potential to facilitate social interaction between visitors and their companions. However, many systems impede visitor interaction. By contrast, our electronic guidebook, <i>Sotto Voce</i>, has social interaction as a primary design goal. The system enables visitors to share audio information - specifically, they can hear each other's guidebook activity using a technologically mediated audio eavesdropping mechanism. We conducted a study of visitors using <i>Sotto Voce</i> while touring a historic house. The results indicate that visitors are able to use the system effectively, both as a conversational resource and as an information appliance. More surprisingly, our results suggest that the technologically mediated audio often cohered the visitors' conversation and activity to a far greater degree than audio delivered through the open air",https://dl.acm.org/doi/10.1145/503376.503454
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Age-old practices in the 'new world': a study of gift-giving between teenage mobile phone users,"In this paper, we present an overview of the data collected from an ethnographic study of teenagers and their use of mobile phones. Through the data, we suggest that teenagers use their phones to participate in social practices that closely resemble forms of ritualised gift-giving. Such practices, we claim, shape the way teenagers understand and thus use their phones. We go onto show that this insight into everyday, phone-mediated activities has practical implications for mobile phone design. Using an example, we describe how teenagers' gift-giving practices can inform design, providing an initial means to conceptualise future emerging technologies",https://dl.acm.org/doi/10.1145/503376.503455
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Finding others online: reputation systems for social online spaces,"In this paper, we examine what types of reputation information users find valuable when selecting someone to interact with in online environments. In an online experiment, we asked users to imagine that they were looking for a partner for a social chat. We found that similarity to the user and ratings from the user's friends were the most valuable pieces of reputation information when selecting chat partners. The context in which reputations were used (social chat, game or newsgroup) affected the self-reported utility of the pieces of reputation information",https://dl.acm.org/doi/10.1145/503376.503456
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Groupware walkthrough: adding context to groupware usability evaluation,"Discount usability evaluation methods have recently been introduced as a way to assess groupware systems. However, one criticism of these techniques is that they do not make use of information about users and their work contexts. To address this problem, we developed groupware walkthrough, a new usability inspection technique for groupware. The technique is a substantive modification of cognitive walkthrough to include consideration for the complexities of teamwork. The two components of groupware walkthrough are a task model for identifying and analysing real-world collaborative tasks, and a walkthrough process for assessing a system's support for those tasks. Groupware walkthrough is a low-cost technique that can identify collaboration-specific usability problems and can find problems that would not be revealed through other inspection methods",https://dl.acm.org/doi/10.1145/503376.503458
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Cognitive walkthrough for the web,"This paper proposes a transformation of the Cognitive Walkthrough (CW), a theory-based usability inspection method that has proven useful in designing applications that support use by exploration. The new Cognitive Walkthrough for the Web (CWW) is superior for evaluating how well websites support users' navigation and information search tasks. The CWW uses Latent Semantic Analysis to objectively estimate the degree of semantic similarity (information scent) between representative user goal statements (100-200 words) and heading/link texts on each web page. Using an actual website, the paper shows how the CWW identifies three types of problems in web page designs. Three experiments test CWW predictions of users' success rates in accomplishing goals, verifying the value of CWW for identifying these usability problems",https://dl.acm.org/doi/10.1145/503376.503459
CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,A survey of user-centered design practice,"This paper reports the results of a recent survey of user-centered design (UCD) practitioners. The survey involved over a hundred respondents who were CHI'2000 attendees or current UPA members. The paper identifies the most widely used methods and processes, the key factors that predict success, and the critical tradeoffs practitioners must make in applying UCD methods and processes. Results show that cost-benefit tradeoffs are a key consideration in the adoption of UCD methods. Measures of UCD effectiveness are lacking and rarely applied. There is also a major discrepancy between the commonly cited measures and the actually applied ones. These results have implications for the introduction, deployment, and execution of UCD projects",https://dl.acm.org/doi/10.1145/503376.503460
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,Recent advances in user assistance,"As interactive users find conventional methods of training and documentation inadequate, designers are providing systems with online reference information, descriptions of valid input, elaboration of error messages, and explanations of a system's behavior. This paper describes some existing commercial systems that offer online assistance and more experimental approaches by the research community. The following material was originally presented at the SIGSOC conference on Easier and More Productive Use of Computing Systems. An extended version will appear in a special issue of the IEEE Transactions on Systems, Man, and Cybernetics (Volume SMC-12, March/April, 1982), and is reprinted here with the permission of the IEEE.Online user assistance is now offered on commercial systems and is the subject of investigation in experimental settings. It is difficult to compare the advantages and limitations of different approaches because they vary along many dimensions and because there is no commonly accepted terminology. A grouping of these dimensions into major categories is a necessary first step towards more empirical evaluations. The major software-related features of online assistance appear to fall into four categories:&amp;bull; access method -- the way users can construct or enter requests for assistance;&amp;bull; data structure -- the manner in which different portions of assistance information are related to each other;&amp;bull; software architecture -- how assistance requests and their responses are communicated among a user, an operating system, application programs, and the assistance database; and&amp;bull; contextual knowledge -- how much information is retained about the assistance environment, including the user, the application, and the tasks being performed.",https://dl.acm.org/doi/10.1145/800276.810953
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,Automatic construction of explanation networks for a cooperative user interface,"This paper is concerned with providing <i>automatically generated</i> on-line explanations to the user of a functional computer subsystem or <i>tool</i> about what the tool can and cannot do, what parameters and options are available or required with a given command, etc.. The explanations are given through the COUSIN interface system which provides a cooperative tool-independent user interface for tools whose objects, operations, input syntax, display formats, etc. are declaratively represented in a <i>tool description</i> data base. The explanations are produced automatically from this data base, with no incremental effort on the part of the tool designer, and in a single uniform style for any tool that uses COUSIN as its interface. The explanation facility takes the form of a fine-grained, tightly linked network of text frames supported by the ZOG menu-selection system. Exactly what information the net building program, NB, extracts from a tool description, and the way in which this information is formatted in the text frames is controlled by a second declarative data base called the <i>aspect description</i>. The declarative nature of the aspect description makes it easy to adapt NB to changes in and extensions to the tool description formalism, and to experiment with the structure of the explanation network. We also describe how the appropriate network frame can be found and displayed in response to specific explanation requests from the user.",https://dl.acm.org/doi/10.1145/800276.810954
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,Using offline documentation online,"Current interactive programs usually provide some form of online documentation in addition to the traditional hard-copy user's manual. To save the expense of writing two documents covering the same material, it is not uncommon to find offline manuals that are available interactively as well as printed versions of material originally organized for online use. Because of the difficulties inherent in using the same material in different ways, neither approach is totally satisfactory. The THUMB system minimizes these problems by structuring offline documentation for interactive use. An expert on a particular text (<i>e.g.</i>, its author) prepares a detailed representation of the organization of material within the document. Once this data structure (which resembles a thorough table of contents and heavily cross-referenced index) is available, users access information free from the strictures of linear text, simple indices, and page numbers. The expert's task is nontrivial, but it requires less effort than writing a new document. Creation and revision of text are made easy by supportive utilities. THUMB monitors reader's requests in order to provide experts with feedback about a document's use. Readers need not be aware of THUMB's underlying data structure or the tools available for experts.",https://dl.acm.org/doi/10.1145/800276.810955
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,How shall we evaluate prototype natural language processors?,"Recent years have seen important advances in computational linguistics and artificial intelligence. Although many problems remain, the goal of providing limited English-processing facilities for non-technical computer users is within sight. By the end of the decade, numerous systems providing limited coverage of ""natural language"" will be available for business and home use. Several systems (e.g. TQA [16]) have already become operational. One system (ROBOT [7]) has been supporting natural language inputs in a dozen or so different commercial database applications for at least three years. Many other systems have been developed to the prototype stage and will soon be able to be transferred, with varying degrees of effort, from a research to a production environment. Each system tends to provide special features of its own, and the future prospects for database, office, instructional, and other environments are quite exciting.",https://dl.acm.org/doi/10.1145/800276.810956
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,Redesign of the user interface involving users of a large operational real-time system,"Today many large systems exist which have had many designers, have been patched up over the years, were designed for a different type of user than current users, and were once (but no longer) state of the art. The Deep Space Network at Jet Propulsion Laboratory is such a system. In Australia, Spain, and California, operators of the system use inflexible, incompatible routines to route data to Pasadena. Worker motivation and accuracy have to remain high for the system to work. In an attempt to develop redesign guidelines, users were queried regarding their attitudes and difficulties with the system. Interface alternatives were isolated and incorporated into a prototype for assessing the impact of the alternatives on user behavior. The resulting guidelines form a user-oriented, experience-based basis for continuing system evolution.",https://dl.acm.org/doi/10.1145/800276.810957
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,Evaluating the “friendliness” of a timesharing system,"The decade of the Sixties served to introduce most university campuses to the computer; the Seventies brought the computer, via a terminal, into every facet of university life. Computing in the Eighties will cause every university and college to evaluate and reconsider its exploitation of modern computing equipment for education and research.For example, at Northwestern University, it was recognized that continued growth in timesharing would be a major factor in computing at NU in the 1980s and that this growth would come from a large community of new users and of casual users. In January 1980, the Computing Center began a long-range planning study. A five-year equipment enhancement and replacement plan was to be developed which was intended to reverse an unsatisfactory trend toward computer saturation, to further improve and modernize our computer offerings, and to ensure that NU remained on a path of excellence in computing. Since time-sharing had already increased to over 50% of the total usage of the computer, a decision was made to begin the evaluation of modern timesharing systems, with special emphasis in two areas: 1) efficiency and reliability, and 2) the user interface.This paper describes the processes which were developed and used for the evaluation of the user interface, or as it came to be known, the ""friendliness"" study [1].",https://dl.acm.org/doi/10.1145/800276.810958
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,Evolution of a query translation system,"This paper presents the motivation, history, and idiosyncrasy of a query translation system. Detail of the translation process has also been described.",https://dl.acm.org/doi/10.1145/800276.810959
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,The need for quantitative measurement of on-line user behavior,"An argument is made for the systematic collection and analysis of data regarding user-computer interaction in an on-line setting. A suggested approach involving preliminary data collection/analysis, development of a conceptual framework or model, and validation of the model is described. The case for this approach is supported by presentation of some preliminary results from a study of monitor data collected from the National Library of Medicine's ELHILL transaction file. Follow-on steps are proposed including comparison of research results to other studies of the same system or studies using similar techniques.",https://dl.acm.org/doi/10.1145/800276.810960
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,A statistical user interface for the Relational Model of data,"In the decade since the introduction of the Relational Model as a user view of large stored data bases, a variety of user languages have been proposed and a number of experimental systems have been implemented. The current computer science literature is replete with papers on the theoretical and practical aspects of the Relational Model and its implementation, as are most recent texts on data management systems.Implicit in the design of the user languages of most database systems, including those based on the Relational Model, are assumptions regarding the patterns of access to and the usage of the content of the database. Somewhat oversimplified, the assumed pattern of access is to search for a particular occurrence (case, observation) in the database which satisfies a given condition, and then to display the values of all attributes (fields, variables) of that one occurrence. The languages are designed to permit users to pose queries such as, for example, ""what widgets do we buy from ABC industries?"" or ""display Jones' employment history"". Queries of this type are termed informational queries; and systems supporting such queries with appropriate user languages and internal data storage techniques and access methods are information systems.A statistical query, similarly oversimplified, specifies a pattern of access to most, if not all, of the occurrences in a database, and a usage pattern of at most a few of the attributes. Examples of statistical queries are ""what is the average size of our purchase orders?"" and ""display the number of employees by race, sex, and job category"". Current statistical systems have limited capability for performing analysis over large and complex data collections, and their user languages reflects this limitation. A statistical query, as defined here, need not involve sophisticated mathematical analysis; the distinction between informational and statistical is derived from the antithetical patterns of access to and usage of the data content of a database. Most work on access languages for relationally based data systems has been on information query languages; very little work has been done on statistical query languages.This paper, then, discusses some elements of a language for statistical queries for a data system employing the Relational Model as the user view of large stored data bases.",https://dl.acm.org/doi/10.1145/800276.810961
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,Keyboard entry - can it be simplified?,"The present keyboard arrangement cannot be defended as comfortable, logically arranged, or optimized for human efficiency. Information theory based experiments suggest measures for alternative arrangements. Character sets used in different tasks can be expected to yield different optimal key locations. New tasks are introducing new characters and changing the frequency of selected old ones. Numerous alternative arrangements for alphanumeric fingered entry have been designed, but none are supported by conclusive testing. The amateur keyboard user far outnumbers the professional. Computer entry and word-processors are overtaking the simple typewriter as common alphanumeric stroke entry devices. Compromise and selection of a simplified keyboard that is compatible with present mechanical and electronic designs is advocated.",https://dl.acm.org/doi/10.1145/800276.810962
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,"Adaptable user interfaces for portable, interactive computing software systems","In the context of this paper a computing software system consists of a database, an associated user interface which allows users to analyse the data and the routines or programs which implement the analytic functions available through the user interface. It is assumed that the complete system - source code and data - already exists in a form which is as easily portable as possible between different computer environments. For such systems adaptability is the problem of adjusting the user interface and analytic capabilities to suit different user communities when such a system is transferred from one environment to another. This may include adaptation to specific hardware facilities as well as user requirements.In 1977/8 the International Planned Parenthood Federation (IPPF) funded a project at University College Cardiff to implement a portable computing software system originating from the Population Dynamics Group (PDG) at the University of Illinois. This system allowed users to perform population projections under different demographic conditions showing in a graphical presentation how the population of a country varies over selected time spans. The database consisted of population statistics for a number of countries. When implemented at Cardiff it was intended that this system should be used as a demographic training aid by the post graduate diploma students in the David Owen Centre for Population Growth Studies. These students are an international group who are specialists in the field of demography but have little or no computing background.This paper will discuss briefly how this portable system was implemented on a PDP 11 minicomputer at Cardiff and then give a fuller description of the adaptation of the user interface and analytic capabilities to the local community and its computer facilities. General conclusions will be drawn as to how such systems should be written so as to ease the problems of adaptability.",https://dl.acm.org/doi/10.1145/800276.810963
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,User consulting in three forms of network-based organization,"The utility of computer networking to organizal tasks is discussed. Three forms of network organization are described, and some examples given. Problems of user consulting in each form of organization are discussed.",https://dl.acm.org/doi/10.1145/800276.810964
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,Lexicon design using perfect hash functions,"The research reported in this paper derives from the recent algorithm of Cichelli (1980) for computing machine-independent, minimal perfect hash functions of the form:hash value: hash key length + associated value of the key's first letter + associated value of the key's last letterA minimal perfect hash function is one which provides single probe retrieval from a minimally-sized table of hash identifiers [ keys]. Cichelli's hash function is machine-independent because the character code used by a particular machine never enters into the hash calculation.Cichelli's algorithm uses a simple backtracking process to find an assignment of non-negative integers to letters which results in a perfect minimal hash function. Cichelli employs a twofold ordering strategy which rearranges the static set of keys in such a way that hash value collisions will occur and be resolved as early as possible during the backtracking process. This double ordering provides a necessary reduction in the size of the potentially large search space, thus considerably speeding the computation of associated values.In spite of Cichelli's ordering strategies, his method is found to require excessive computation to find hash functions for sets of keys with more than about 40 members. Cichelli's method is also limited since two keys with the same first and last letters and the same length are not permitted.Alternative algorithms and their implementations will be discussed in the next section; these algorithms overcome some of the difficulties encountered when using Cichelli's original algorithm. Some experimental results are presented, followed by a discussion of the application of perfect hash functions to the problem of natural language lexicon design.",https://dl.acm.org/doi/10.1145/800276.810965
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,Designing SENSE (a software environment for social science rEsearch): The role of software tools,"In most general purpose computer systems there is a wide variety
of software available to users. Such software is usually provided
in one of three organisational forms - routines in a library;
collections of related functions grouped in a package with a common
interface; independent programs called through operating system
commands. This interdependent tripartite structure creates problems
for non-sophisticated users as it involves different levels of user
interface complexity.At the routine level a user must write
programs in an appropriate host programming language to use the
software. If he wishes to use a selection of routines written in
incompatible languages then he may have to familiarise himself with
more than one host language. In each language he must be aware of
the calling conventions for routines, the possible representations
of various types of data, the methods of passing parameters and the
ways of inputting and outputting data to and from the external
environment. This type of interface occurs with libraries like NAG
and IMSL.",https://dl.acm.org/doi/10.1145/800276.810966
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,Building and accessing an REL database,This paper discusses the construction of an experimental database at Hewlett-Packard Laboratories using the REL ENGLISH software provided by Frederick and Bozena Thompson of the California Institute of Technology. Of special interest is the quasi-natural interface and its ability to tolerate ambiguities. This provides a support mechanism for multiple user views of the same data in which disambiguation is accomplished during semantic processing.,https://dl.acm.org/doi/10.1145/800276.810967
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,"Cognitive style, categorization, and vocational effectss on performance of REL database users","Twelve subjects from two job categories, sales engineers and programmer analysts, used an REL ENGLISH database to answer a set of questions. These questions were designed to require successively more complex interactions. The database contained Hewlett-Packard's Condensed Order Records, which were pertinent to the jobs of the sales engineers.All of the subjects were given a battery of cognitive tests measuring cognitive style and pattern extrapolation skills prior to using the database. They also received a brief training session on the structure of the database.Analysis of the subjects interactions with the REL ENGLISH database, particularly analysis of the errors made, showed: first, that cognitive style is significantly correlated with the number of questions successfully completed; second, that while sales engineers were able to access all levels of the hierarchy in the database, programmer analysts had significantly more difficulty accessing data from higher levels than they did with data from the same or lower levels than the standard, entry level; and third, that programmer analysts had less difficulty with the fixed-format, programming-language-like features of REL ENGLISH, while sales engineers has less difficulty with the free-format, English-like features of REL ENGLISH.These findings suggest that quasi-natural language database interfaces are appropriate for nonprogrammers who have a field-independent cognitive style and who already are domain experts in the area covered by the database.",https://dl.acm.org/doi/10.1145/800276.810968
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,An integral approach to user assistance,"User assistance is incorporated into some of today's interactive computing systems. The assistance is rarely consistent in its accuracy, availability, accessibility or style. In this paper we discuss general requirements for assistance systems and a characterization of different types of assistance which may be provided users. A technique for integrating the design of an assistance system with the design of an interactive computing system is described. The technique satisfies the expressed requirements and greatly facilitates the development of assistance systems. Finally, a brief discussion of techniques for evaluating the quality and effectiveness of an interactive assistance system is presented.",https://dl.acm.org/doi/10.1145/800276.810969
